Time,IsBeat?,BPM,EDR,Time after start,Relative BPM,Relative EDR
342298,beat,338,205,19723,0.559633028,0.233576642
342480,beat,338,205,19905,0.559633028,0.233576642
342707,beat,338,204,20132,0.559633028,0.229927007
342823,beat,338,204,20248,0.559633028,0.229927007
342925,beat,338,204,20350,0.559633028,0.229927007
342989,beat,338,204,20414,0.559633028,0.229927007
343231,beat,338,203,20656,0.559633028,0.226277372
343357,beat,338,204,20782,0.559633028,0.229927007
343361,beat,338,203,20786,0.559633028,0.226277372
343446,beat,338,204,20871,0.559633028,0.229927007
343615,beat,350,204,21040,0.614678899,0.229927007
343630,beat,350,205,21055,0.614678899,0.233576642
343763,beat,350,204,21188,0.614678899,0.229927007
343964,beat,350,205,21389,0.614678899,0.233576642
344166,beat,350,204,21591,0.614678899,0.229927007
344297,beat,350,205,21722,0.614678899,0.233576642
344482,beat,350,205,21907,0.614678899,0.233576642
344705,beat,350,207,22130,0.614678899,0.240875912
344815,beat,350,207,22240,0.614678899,0.240875912
345001,beat,350,207,22426,0.614678899,0.240875912
345229,beat,350,207,22654,0.614678899,0.240875912
345339,beat,350,207,22764,0.614678899,0.240875912
345447,beat,350,207,22872,0.614678899,0.240875912
345757,beat,350,207,23182,0.614678899,0.240875912
345963,beat,350,206,23388,0.614678899,0.237226277
346156,beat,350,209,23581,0.614678899,0.248175182
