Time,IsBeat?,BPM,EDR,Time after start,Relative BPM,Relative EDR
346288,beat,350,208,23713,0.614678899,0.244525547
346483,beat,350,209,23908,0.614678899,0.248175182
346695,beat,350,210,24120,0.614678899,0.251824818
346816,beat,350,211,24241,0.614678899,0.255474453
346999,beat,350,210,24424,0.614678899,0.251824818
347229,beat,333,211,24654,0.536697248,0.255474453
347345,beat,333,211,24770,0.536697248,0.255474453
347454,beat,333,211,24879,0.536697248,0.255474453
347518,beat,333,210,24943,0.536697248,0.251824818
347754,beat,333,210,25179,0.536697248,0.251824818
347870,beat,333,211,25295,0.536697248,0.255474453
347965,beat,333,212,25390,0.536697248,0.259124088
348170,beat,333,211,25595,0.536697248,0.255474453
348286,beat,333,212,25711,0.536697248,0.259124088
348482,beat,333,210,25907,0.536697248,0.251824818
348695,beat,333,211,26120,0.536697248,0.255474453
348821,beat,333,211,26246,0.536697248,0.255474453
348989,beat,333,211,26414,0.536697248,0.255474453
349228,beat,333,208,26653,0.536697248,0.244525547
349445,beat,333,206,26870,0.536697248,0.237226277
349628,beat,333,206,27053,0.536697248,0.237226277
349763,beat,333,205,27188,0.536697248,0.233576642
